date,event,red_fighter,blue_fighter,winner,weight_class,method,round
2015-12-10,UFC Fight Night: Namajunas vs. VanZant,Danny Roberts,Nathan Coy,Danny Roberts,Welterweight,Submission,1
2015-12-10,UFC Fight Night: Namajunas vs. VanZant,Zubaira Tukhugov,Phillipe Nover,Zubaira Tukhugov,Featherweight,Decision - Split,3
2015-12-10,UFC Fight Night: Namajunas vs. VanZant,Kailin Curran,Emily Kagan,Kailin Curran,Women's Strawweight,Submission,2
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Benson Henderson,Jorge Masvidal,Benson Henderson,Welterweight,Decision - Split,5
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Dong Hyun Kim,Dominic Waters,Dong Hyun Kim,Welterweight,KO/TKO,1
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Yoshihiro Akiyama,Alberto Mina,Alberto Mina,Welterweight,Decision - Split,3
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Dooho Choi,Sam Sicilia,Dooho Choi,Featherweight,KO/TKO,1
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Dongi Yang,Jake Collier,Dongi Yang,Middleweight,KO/TKO,2
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Yui Chul Nam,Mike de la Torre,Mike de la Torre,Featherweight,Decision - Split,3
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Tae Hyun Bang,Leo Kuntz,Tae Hyun Bang,Lightweight,Decision - Split,3
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Seo Hee Ham,Cortney Casey,Seo Hee Ham,Women's Strawweight,Decision - Unanimous,3
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Yao Zhikui,Fredy Serrano,Fredy Serrano,Flyweight,KO/TKO,1
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Guangyou Ning,Marco Beltran,Marco Beltran,Bantamweight,Decision - Split,3
2015-11-28,UFC Fight Night: Henderson vs Masvidal,Dominique Steele,Dong Hyun Ma,Dominique Steele,Welterweight,KO/TKO,3
2015-11-21,UFC Fight Night: Magny vs Gastelum,Neil Magny,Kelvin Gastelum,Neil Magny,Welterweight,Decision - Split,5
2015-11-21,UFC Fight Night: Magny vs Gastelum,Ricardo Lamas,Diego Sanchez,Ricardo Lamas,Featherweight,Decision - Unanimous,3
2015-11-21,UFC Fight Night: Magny vs Gastelum,Jussier Formiga,Henry Cejudo,Henry Cejudo,Flyweight,Decision - Split,3
2015-11-21,UFC Fight Night: Magny vs Gastelum,Erick Montano,Enrique Marin,Erick Montano,Welterweight,Decision - Split,3
2015-11-21,UFC Fight Night: Magny vs Gastelum,Horacio Gutierrez,Enrique Barzola,Enrique Barzola,Lightweight,Decision - Unanimous,3
2015-11-21,UFC Fight Night: Magny vs Gastelum,Efrain Escudero,Leandro Silva,Leandro Silva,Lightweight,Decision - Unanimous,3
2015-11-21,UFC Fight Night: Magny vs Gastelum,Erik Perez,Taylor Lapilus,Erik Perez,Bantamweight,Decision - Unanimous,3
2015-11-21,UFC Fight Night: Magny vs Gastelum,Hector Urbina,Bartosz Fabinski,Bartosz Fabinski,Welterweight,Decision - Unanimous,3
2015-11-21,UFC Fight Night: Magny vs Gastelum,Alejandro Perez,Scott Jorgensen,Alejandro Perez,Bantamweight,KO/TKO,2
2015-11-21,UFC Fight Night: Magny vs Gastelum,Gabriel Benitez,Andre Fili,Andre Fili,Featherweight,KO/TKO,1
2015-11-21,UFC Fight Night: Magny vs Gastelum,Vernon Ramos Ho,Alvaro Herrera Mendoza,Alvaro Herrera Mendoza,Welterweight,KO/TKO,1
2015-11-21,UFC Fight Night: Magny vs Gastelum,Cesar Arzamendia,Marco Polo Reyes,Marco Polo Reyes,Lightweight,KO/TKO,1
2015-11-21,UFC Fight Night: Magny vs Gastelum,Valmir Lazaro,Michel Prazeres,Michel Prazeres,Lightweight,Decision - Split,3
2015-11-14,UFC 193: Rousey vs Holm,Ronda Rousey,Holly Holm,Holly Holm,Women's Bantamweight,KO/TKO,2
2015-11-14,UFC 193: Rousey vs Holm,Joanna Jedrzejczyk,Valerie Letourneau,Joanna Jedrzejczyk,Women's Strawweight,Decision - Unanimous,5
2015-11-14,UFC 193: Rousey vs Holm,Mark Hunt,Antonio Silva,Mark Hunt,Heavyweight,KO/TKO,1
2015-11-14,UFC 193: Rousey vs Holm,Uriah Hall,Robert Whittaker,Robert Whittaker,Middleweight,Decision - Unanimous,3
2015-11-14,UFC 193: Rousey vs Holm,Stefan Struve,Jared Rosholt,Jared Rosholt,Heavyweight,Decision - Unanimous,3
2015-11-14,UFC 193: Rousey vs Holm,Jake Matthews,Akbarh Arreola,Jake Matthews,Lightweight,TKO - Doctor's Stoppage,2
2015-11-14,UFC 193: Rousey vs Holm,Kyle Noke,Peter Sobotta,Kyle Noke,Welterweight,KO/TKO,1
2015-11-14,UFC 193: Rousey vs Holm,Anthony Perosh,Gian Villante,Gian Villante,Light Heavyweight,KO/TKO,1
2015-11-14,UFC 193: Rousey vs Holm,Richie Vaculik,Danny Martinez,Danny Martinez,Flyweight,Decision - Unanimous,3
2015-11-14,UFC 193: Rousey vs Holm,Daniel Kelly,Steve Montgomery,Daniel Kelly,Middleweight,Decision - Unanimous,3
2015-11-14,UFC 193: Rousey vs Holm,Richard Walsh,Steve Kennedy,Richard Walsh,Welterweight,Decision - Unanimous,3
2015-11-14,UFC 193: Rousey vs Holm,James Moontasri,Anton Zafir,James Moontasri,Welterweight,KO/TKO,1
2015-11-14,UFC 193: Rousey vs Holm,Ben Nguyen,Ryan Benoit,Ben Nguyen,Flyweight,Submission,1
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Vitor Belfort,Dan Henderson,Vitor Belfort,Middleweight,KO/TKO,1
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Glover Teixeira,Patrick Cummins,Glover Teixeira,Light Heavyweight,KO/TKO,2
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Thomas Almeida,Anthony Birchak,Thomas Almeida,Bantamweight,KO/TKO,1
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Alex Oliveira,Piotr Hallmann,Alex Oliveira,Lightweight,KO/TKO,3
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Gilbert Burns,Rashid Magomedov,Rashid Magomedov,Lightweight,Decision - Unanimous,3
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Fabio Maldonado,Corey Anderson,Corey Anderson,Light Heavyweight,Decision - Unanimous,3
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Gleison Tibau,Abel Trujillo,Abel Trujillo,Lightweight,DQ,1
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Yan Cabral,Johnny Case,Johnny Case,Lightweight,Decision - Unanimous,3
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Clay Guida,Thiago Tavares,Thiago Tavares,Featherweight,Submission,1
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Edimilson Souza,Chas Skelly,Chas Skelly,Featherweight,Submission,2
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Viscardi Andrade,Gasan Umalatov,Viscardi Andrade,Welterweight,Decision - Unanimous,3
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Pedro Munhoz,Jimmie Rivera,Jimmie Rivera,Bantamweight,Decision - Split,3
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,Bruno Korea,Matheus Nicolau,Matheus Nicolau,Bantamweight,Submission,3
2015-10-24,UFC Fight Night: Holohan vs Smolka,Paddy Holohan,Louis Smolka,Louis Smolka,Flyweight,Submission,2
2015-10-24,UFC Fight Night: Holohan vs Smolka,Norman Parke,Reza Madadi,Norman Parke,Lightweight,Decision - Unanimous,3
2015-10-24,UFC Fight Night: Holohan vs Smolka,Nicolas Dalby,Darren Till,,Welterweight,Decision - Majority,3
2015-10-24,UFC Fight Night: Holohan vs Smolka,Neil Seery,Jon Delos Reyes,Neil Seery,Flyweight,Submission,2
2015-10-24,UFC Fight Night: Holohan vs Smolka,Stevie Ray,Mickael Lebout,Stevie Ray,Lightweight,Decision - Unanimous,3
2015-10-24,UFC Fight Night: Holohan vs Smolka,Aisling Daly,Ericka Almeida,Aisling Daly,Women's Strawweight,Decision - Unanimous,3
2015-10-24,UFC Fight Night: Holohan vs Smolka,Scott Askham,Krzysztof Jotko,Krzysztof Jotko,Middleweight,Decision - Split,3
2015-10-24,UFC Fight Night: Holohan vs Smolka,Cathal Pendred,Tom Breese,Tom Breese,Welterweight,KO/TKO,1
2015-10-24,UFC Fight Night: Holohan vs Smolka,Darren Elkins,Robert Whiteford,Darren Elkins,Featherweight,Decision - Unanimous,3
2015-10-24,UFC Fight Night: Holohan vs Smolka,Bubba Bush,Garreth McLellan,Garreth McLellan,Middleweight,KO/TKO,3
2015-10-03,UFC 192: Cormier vs Gustafsson,Daniel Cormier,Alexander Gustafsson,Daniel Cormier,Light Heavyweight,Decision - Split,5
2015-10-03,UFC 192: Cormier vs Gustafsson,Ryan Bader,Rashad Evans,Ryan Bader,Light Heavyweight,Decision - Unanimous,3
2015-10-03,UFC 192: Cormier vs Gustafsson,Shawn Jordan,Ruslan Magomedov,Ruslan Magomedov,Heavyweight,Decision - Unanimous,3
2015-10-03,UFC 192: Cormier vs Gustafsson,Joseph Benavidez,Ali Bagautinov,Joseph Benavidez,Flyweight,Decision - Unanimous,3
2015-10-03,UFC 192: Cormier vs Gustafsson,Jessica Eye,Julianna Pena,Julianna Pena,Women's Bantamweight,Decision - Unanimous,3
2015-10-03,UFC 192: Cormier vs Gustafsson,Yair Rodriguez,Dan Hooker,Yair Rodriguez,Featherweight,Decision - Unanimous,3
2015-10-03,UFC 192: Cormier vs Gustafsson,Alan Jouban,Albert Tumenov,Albert Tumenov,Welterweight,KO/TKO,1
2015-10-03,UFC 192: Cormier vs Gustafsson,Adriano Martins,Islam Makhachev,Adriano Martins,Lightweight,KO/TKO,1
2015-10-03,UFC 192: Cormier vs Gustafsson,Rose Namajunas,Angela Hill,Rose Namajunas,Women's Strawweight,Submission,1
2015-10-03,UFC 192: Cormier vs Gustafsson,Francisco Trevino,Sage Northcutt,Sage Northcutt,Lightweight,KO/TKO,1
2015-10-03,UFC 192: Cormier vs Gustafsson,Chris Cariaso,Sergio Pettis,Sergio Pettis,Flyweight,Decision - Unanimous,3
2015-10-03,UFC 192: Cormier vs Gustafsson,Derrick Lewis,Viktor Pesta,Derrick Lewis,Heavyweight,KO/TKO,3
2015-09-26,UFC Fight Night: Barnett vs Nelson,Josh Barnett,Roy Nelson,Josh Barnett,Heavyweight,Decision - Unanimous,5
2015-09-26,UFC Fight Night: Barnett vs Nelson,Gegard Mousasi,Uriah Hall,Uriah Hall,Middleweight,KO/TKO,2
2015-09-26,UFC Fight Night: Barnett vs Nelson,Kyoji Horiguchi,Chico Camus,Kyoji Horiguchi,Flyweight,Decision - Unanimous,3
2015-09-26,UFC Fight Night: Barnett vs Nelson,Takeya Mizugaki,George Roop,Takeya Mizugaki,Bantamweight,Decision - Unanimous,3
2015-09-26,UFC Fight Night: Barnett vs Nelson,Katsunori Kikuno,Diego Brandao,Diego Brandao,Featherweight,KO/TKO,1
2015-09-26,UFC Fight Night: Barnett vs Nelson,Mizuto Hirota,Teruto Ishihara,,Featherweight,Decision - Split,3
2015-09-26,UFC Fight Night: Barnett vs Nelson,Keita Nakamura,Li Jingliang,Keita Nakamura,Welterweight,Submission,3
2015-09-26,UFC Fight Night: Barnett vs Nelson,Nick Hein,Yusuke Kasuya,Nick Hein,Lightweight,Decision - Unanimous,3
2015-09-26,UFC Fight Night: Barnett vs Nelson,Naoyuki Kotani,Kajan Johnson,Kajan Johnson,Lightweight,Decision - Unanimous,3
2015-09-26,UFC Fight Night: Barnett vs Nelson,Shinsho Anzai,Roger Zapata,Shinsho Anzai,Welterweight,TKO - Doctor's Stoppage,3
2015-09-05,UFC 191: Johnson vs Dodson 2,Demetrious Johnson,John Dodson,Demetrious Johnson,Flyweight,Decision - Unanimous,5
2015-09-05,UFC 191: Johnson vs Dodson 2,Andrei Arlovski,Frank Mir,Andrei Arlovski,Heavyweight,Decision - Unanimous,3
2015-09-05,UFC 191: Johnson vs Dodson 2,Anthony Johnson,Jimi Manuwa,Anthony Johnson,Light Heavyweight,KO/TKO,2
2015-09-05,UFC 191: Johnson vs Dodson 2,Jan Blachowicz,Corey Anderson,Corey Anderson,Light Heavyweight,Decision - Unanimous,3
2015-09-05,UFC 191: Johnson vs Dodson 2,Paige VanZant,Alex Chambers,Paige VanZant,Women's Strawweight,Submission,3
2015-09-05,UFC 191: Johnson vs Dodson 2,Ross Pearson,Paul Felder,Ross Pearson,Lightweight,Decision - Split,3
2015-09-05,UFC 191: Johnson vs Dodson 2,Francisco Rivera,John Lineker,John Lineker,Bantamweight,Submission,1
2015-09-05,UFC 191: Johnson vs Dodson 2,Jessica Andrade,Raquel Pennington,Raquel Pennington,Women's Bantamweight,Submission,2
2015-09-05,UFC 191: Johnson vs Dodson 2,Clay Collard,Tiago dos Santos e Silva,Tiago dos Santos e Silva,Featherweight,Decision - Split,3
2015-09-05,UFC 191: Johnson vs Dodson 2,Joe Riggs,Ron Stallings,Joe Riggs,Middleweight,DQ,2
2015-09-05,UFC 191: Johnson vs Dodson 2,Joaquim Silva,Nazareno Malegarie,Joaquim Silva,Lightweight,Decision - Split,3
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Max Holloway,Charles Oliveira,Max Holloway,Featherweight,KO/TKO,1
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Neil Magny,Erick Silva,Neil Magny,Welterweight,Decision - Split,3
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Patrick Cote,Joshua Burkman,Patrick Cote,Welterweight,KO/TKO,3
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Chad Laprise,Francisco Trinaldo,Francisco Trinaldo,Lightweight,KO/TKO,1
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Olivier Aubin-Mercier,Tony Sims,Olivier Aubin-Mercier,Lightweight,Decision - Unanimous,3
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Maryna Moroz,Valerie Letourneau,Valerie Letourneau,Women's Strawweight,Decision - Unanimous,3
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Sam Stout,Frankie Perez,Frankie Perez,Lightweight,KO/TKO,1
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Yves Jabouin,Felipe Arantes,Felipe Arantes,Bantamweight,Submission,1
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Marcos Rogerio de Lima,Nikita Krylov,Nikita Krylov,Light Heavyweight,Submission,1
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Chris Kelades,Chris Beal,Chris Kelades,Flyweight,Decision - Split,3
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Shane Campbell,Elias Silverio,Shane Campbell,Lightweight,Decision - Unanimous,3
2015-08-23,UFC Fight Night: Holloway vs Oliveira,Misha Cirkunov,Daniel Jolly,Misha Cirkunov,Light Heavyweight,KO/TKO,1
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Glover Teixeira,Ovince Saint Preux,Glover Teixeira,Light Heavyweight,Submission,3
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Michael Johnson,Beneil Dariush,Beneil Dariush,Lightweight,Decision - Split,3
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Derek Brunson,Sam Alvey,Derek Brunson,Middleweight,KO/TKO,1
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Jared Rosholt,Timothy Johnson,Jared Rosholt,Heavyweight,Decision - Unanimous,3
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Sara McMann,Amanda Nunes,Amanda Nunes,Women's Bantamweight,Submission,1
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Ray Borg,Geane Herrera,Ray Borg,Flyweight,Decision - Unanimous,3
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Uriah Hall,Oluwale Bamgbose,Uriah Hall,Middleweight,KO/TKO,1
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Chris Camozzi,Tom Watson,Chris Camozzi,Middleweight,Decision - Unanimous,3
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Dustin Ortiz,Willie Gates,Dustin Ortiz,Flyweight,KO/TKO,3
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Frankie Saenz,Sirwan Kakai,Frankie Saenz,Bantamweight,Decision - Split,3
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Chris Dempsey,Jonathan Wilson,Jonathan Wilson,Light Heavyweight,KO/TKO,1
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Marlon Vera,Roman Salazar,Marlon Vera,Bantamweight,Submission,2
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,Anthony Christodoulou,Scott Holtzman,Scott Holtzman,Lightweight,Submission,3
2015-08-01,UFC 190: Rousey vs Correia,Ronda Rousey,Bethe Correia,Ronda Rousey,Women's Bantamweight,KO/TKO,1
2015-08-01,UFC 190: Rousey vs Correia,Mauricio Rua,Rogerio Nogueira,Mauricio Rua,Light Heavyweight,Decision - Unanimous,3
2015-08-01,UFC 190: Rousey vs Correia,Glaico Franca Moreira,Fernando Bruno,Glaico Franca Moreira,Lightweight,Submission,3
2015-08-01,UFC 190: Rousey vs Correia,Reginaldo Vieira,Dileno Lopes,Reginaldo Vieira,Bantamweight,Decision - Unanimous,3
2015-08-01,UFC 190: Rousey vs Correia,Stefan Struve,Antonio Rodrigo Nogueira,Stefan Struve,Heavyweight,Decision - Unanimous,3
2015-08-01,UFC 190: Rousey vs Correia,Antonio Silva,Soa Palelei,Antonio Silva,Heavyweight,KO/TKO,2
2015-08-01,UFC 190: Rousey vs Correia,Claudia Gadelha,Jessica Aguilar,Claudia Gadelha,Women's Strawweight,Decision - Unanimous,3
2015-08-01,UFC 190: Rousey vs Correia,Demian Maia,Neil Magny,Demian Maia,Welterweight,Submission,2
2015-08-01,UFC 190: Rousey vs Correia,Rafael Cavalcante,Patrick Cummins,Patrick Cummins,Light Heavyweight,KO/TKO,3
2015-08-01,UFC 190: Rousey vs Correia,Warlley Alves,Nordine Taleb,Warlley Alves,Welterweight,Submission,2
2015-08-01,UFC 190: Rousey vs Correia,Iuri Alcantara,Leandro Issa,Iuri Alcantara,Bantamweight,Decision - Unanimous,3
2015-08-01,UFC 190: Rousey vs Correia,Vitor Miranda,Clint Hester,Vitor Miranda,Middleweight,KO/TKO,2
2015-08-01,UFC 190: Rousey vs Correia,Hugo Viana,Guido Cannetti,Guido Cannetti,Bantamweight,Decision - Unanimous,3
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,TJ Dillashaw,Renan Barao,TJ Dillashaw,Bantamweight,KO/TKO,4
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,Miesha Tate,Jessica Eye,Miesha Tate,Women's Bantamweight,Decision - Unanimous,3
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,Edson Barboza,Paul Felder,Edson Barboza,Lightweight,Decision - Unanimous,3
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,Joe Lauzon,Takanori Gomi,Joe Lauzon,Lightweight,KO/TKO,1
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,Gian Villante,Tom Lawlor,Tom Lawlor,Light Heavyweight,KO/TKO,2
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,Jim Miller,Danny Castillo,Jim Miller,Lightweight,Decision - Split,3
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,Kenny Robertson,Ben Saunders,Ben Saunders,Welterweight,Decision - Split,3
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,Eddie Wineland,Bryan Caraway,Bryan Caraway,Bantamweight,Decision - Unanimous,3
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,Daron Cruickshank,James Krause,James Krause,Lightweight,Submission,1
