date,event,red_fighter,blue_fighter,winner,weight_class,method,round
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,JJ Aldrich,Veronica Hardy,Veronica Hardy,Women's Flyweight,Decision - Unanimous,3
2024-05-04,UFC 301: Pantoja vs. Erceg,Alexandre Pantoja,Steve Erceg,Alexandre Pantoja,Flyweight,Decision - Unanimous,5
2024-05-04,UFC 301: Pantoja vs. Erceg,Jose Aldo,Jonathan Martinez,Jose Aldo,Bantamweight,Decision - Unanimous,3
2024-05-04,UFC 301: Pantoja vs. Erceg,Anthony Smith,Vitor Petrino,Anthony Smith,Light Heavyweight,Submission,1
2024-05-04,UFC 301: Pantoja vs. Erceg,Michel Pereira,Ihor Potieria,Michel Pereira,Middleweight,Submission,1
2024-05-04,UFC 301: Pantoja vs. Erceg,Paul Craig,Caio Borralho,Caio Borralho,Middleweight,KO/TKO,2
2024-05-04,UFC 301: Pantoja vs. Erceg,Jack Shore,Joanderson Brito,Joanderson Brito,Featherweight,TKO - Doctor's Stoppage,2
2024-05-04,UFC 301: Pantoja vs. Erceg,Karolina Kowalkiewicz,Iasmin Lucindo,Iasmin Lucindo,Women's Strawweight,Decision - Unanimous,3
2024-05-04,UFC 301: Pantoja vs. Erceg,Elves Brener,Myktybek Orolbai,Myktybek Orolbai,Lightweight,Decision - Unanimous,3
2024-05-04,UFC 301: Pantoja vs. Erceg,Joaquim Silva,Drakkar Klose,Drakkar Klose,Lightweight,Decision - Unanimous,3
2024-05-04,UFC 301: Pantoja vs. Erceg,Mauricio Ruffy,Jamie Mullarkey,Mauricio Ruffy,Lightweight,KO/TKO,1
2024-05-04,UFC 301: Pantoja vs. Erceg,Dione Barbosa,Ernesta Kareckaite,Dione Barbosa,Women's Flyweight,Decision - Unanimous,3
2024-05-04,UFC 301: Pantoja vs. Erceg,Ismael Bonfim,Vinc Pichel,Ismael Bonfim,Lightweight,Decision - Unanimous,3
2024-05-04,UFC 301: Pantoja vs. Erceg,Alessandro Costa,Kevin Borjas,Alessandro Costa,Flyweight,KO/TKO,2
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Matheus Nicolau,Alex Perez,Alex Perez,Flyweight,KO/TKO,2
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Ryan Spann,Bogdan Guskov,Bogdan Guskov,Light Heavyweight,KO/TKO,2
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Ariane da Silva,Karine Silva,Karine Silva,Women's Flyweight,Decision - Unanimous,3
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Austen Lane,Jhonata Diniz,Jhonata Diniz,Heavyweight,KO/TKO,2
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce,David Onama,David Onama,Featherweight,Decision - Unanimous,3
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Tim Means,Uros Medic,Uros Medic,Welterweight,KO/TKO,1
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Rani Yahya,Victor Henry,Victor Henry,Bantamweight,KO/TKO,3
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Austin Hubbard,Michal Figlak,Austin Hubbard,Lightweight,Decision - Unanimous,3
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes,Caio Machado,Don'Tale Mayes,Heavyweight,Decision - Unanimous,3
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Marnic Mann,Ketlen Souza,Ketlen Souza,Women's Strawweight,Decision - Unanimous,3
2024-04-27,UFC Fight Night: Nicolau vs. Perez,James Llontop,Chris Padilla,Chris Padilla,Lightweight,Submission,1
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic,Liang Na,Ivana Petrovic,Women's Flyweight,Submission,3
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez,Maheshate,Maheshate,Lightweight,Decision - Split,3
2024-04-13,UFC 300: Pereira vs. Hill,Alex Pereira,Jamahal Hill,Alex Pereira,Light Heavyweight,KO/TKO,1
2024-04-13,UFC 300: Pereira vs. Hill,Zhang Weili,Yan Xiaonan,Zhang Weili,Women's Strawweight,Decision - Unanimous,5
2024-04-13,UFC 300: Pereira vs. Hill,Justin Gaethje,Max Holloway,Max Holloway,Lightweight,KO/TKO,5
2024-04-13,UFC 300: Pereira vs. Hill,Charles Oliveira,Arman Tsarukyan,Arman Tsarukyan,Lightweight,Decision - Split,3
2024-04-13,UFC 300: Pereira vs. Hill,Bo Nickal,Cody Brundage,Bo Nickal,Middleweight,Submission,2
2024-04-13,UFC 300: Pereira vs. Hill,Jiri Prochazka,Aleksandar Rakic,Jiri Prochazka,Light Heavyweight,KO/TKO,2
2024-04-13,UFC 300: Pereira vs. Hill,Calvin Kattar,Aljamain Sterling,Aljamain Sterling,Featherweight,Decision - Unanimous,3
2024-04-13,UFC 300: Pereira vs. Hill,Holly Holm,Kayla Harrison,Kayla Harrison,Women's Bantamweight,Submission,2
2024-04-13,UFC 300: Pereira vs. Hill,Sodiq Yusuff,Diego Lopes,Diego Lopes,Featherweight,KO/TKO,1
2024-04-13,UFC 300: Pereira vs. Hill,Jalin Turner,Renato Moicano,Renato Moicano,Lightweight,KO/TKO,2
2024-04-13,UFC 300: Pereira vs. Hill,Jessica Andrade,Marina Rodriguez,Jessica Andrade,Women's Strawweight,Decision - Split,3
2024-04-13,UFC 300: Pereira vs. Hill,King Green,Jim Miller,King Green,Lightweight,Decision - Unanimous,3
2024-04-13,UFC 300: Pereira vs. Hill,Deiveson Figueiredo,Cody Garbrandt,Deiveson Figueiredo,Bantamweight,Submission,2
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Brendan Allen,Chris Curtis,Brendan Allen,Middleweight,Decision - Split,5
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Alexander Hernandez,Damon Jackson,Damon Jackson,Featherweight,Decision - Split,3
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Morgan Charriere,Chepe Mariscal,Chepe Mariscal,Featherweight,Decision - Split,3
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Ignacio Bahamondes,Christos Giagos,Ignacio Bahamondes,Lightweight,KO/TKO,1
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Trevor Peek,Charlie Campbell,Charlie Campbell,Lightweight,Decision - Unanimous,3
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Court McGee,Alex Morono,Alex Morono,Welterweight,Decision - Unanimous,3
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Valter Walker,Lukasz Brzeski,Lukasz Brzeski,Heavyweight,Decision - Unanimous,3
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Norma Dumont,Germaine de Randamie,Norma Dumont,Women's Bantamweight,Decision - Unanimous,3
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Pedro Falcao,Victor Hugo,Victor Hugo,Bantamweight,Decision - Unanimous,3
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Dan Argueta,Jean Matsumoto,Jean Matsumoto,Bantamweight,Submission,2
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Dylan Budka,Cesar Almeida,Cesar Almeida,Middleweight,KO/TKO,2
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Melissa Mullins,Nora Cornolle,Nora Cornolle,Women's Bantamweight,KO/TKO,2
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Erin Blanchfield,Manon Fiorot,Manon Fiorot,Women's Flyweight,Decision - Unanimous,5
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Vicente Luque,Joaquin Buckley,Joaquin Buckley,Welterweight,KO/TKO,2
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman,Bruno Silva,Chris Weidman,Middleweight,Decision - Unanimous,3
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Nursulton Ruziboev,Sedriques Dumas,Nursulton Ruziboev,Middleweight,KO/TKO,1
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Bill Algeo,Kyle Nelson,Kyle Nelson,Featherweight,KO/TKO,1
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Chidi Njokuani,Rhys McKee,Chidi Njokuani,Welterweight,Decision - Split,3
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Nate Landwehr,Jamall Emmers,Nate Landwehr,Featherweight,KO/TKO,1
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Virna Jandiroba,Loopy Godinez,Virna Jandiroba,Women's Strawweight,Decision - Unanimous,3
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Julio Arce,Herbert Burns,Julio Arce,Featherweight,KO/TKO,2
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja,Connor Matthews,Dennis Buzukja,Featherweight,KO/TKO,3
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan,Anton Turkalj,Ibo Aslan,Light Heavyweight,KO/TKO,3
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Andre Petroski,Jacob Malkoun,Jacob Malkoun,Middleweight,KO/TKO,2
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Angel Pacheco,Caolan Loughran,Caolan Loughran,Bantamweight,Decision - Unanimous,3
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Amanda Ribas,Rose Namajunas,Rose Namajunas,Women's Flyweight,Decision - Unanimous,5
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Karl Williams,Justin Tafa,Karl Williams,Heavyweight,Decision - Unanimous,3
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Edmen Shahbazyan,AJ Dobson,Edmen Shahbazyan,Middleweight,KO/TKO,1
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Payton Talbott,Cameron Saaiman,Payton Talbott,Bantamweight,KO/TKO,2
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Billy Quarantillo,Youssef Zalal,Youssef Zalal,Featherweight,Submission,2
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Fernando Padilla,Luis Pajuelo,Fernando Padilla,Featherweight,Submission,1
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Kurt Holobaugh,Trey Ogden,Trey Ogden,Lightweight,Decision - Unanimous,3
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Ricardo Ramos,Julian Erosa,Julian Erosa,Featherweight,Submission,1
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Miles Johns,Cody Gibson,Miles Johns,Bantamweight,Decision - Unanimous,3
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Jarno Errens,Steven Nguyen,Jarno Errens,Featherweight,Decision - Unanimous,3
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Montse Rendon,Daria Zhelezniakova,Daria Zhelezniakova,Women's Bantamweight,Decision - Unanimous,3
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Igor Severino,Andre Lima,Andre Lima,Flyweight,DQ,2
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,Mohammed Usman,Mick Parkin,Mick Parkin,Heavyweight,Decision - Unanimous,3
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Tai Tuivasa,Marcin Tybura,Marcin Tybura,Heavyweight,Submission,1
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Bryan Battle,Ange Loosa,,Welterweight,Could Not Continue,2
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Ovince Saint Preux,Kennedy Nzechukwu,Ovince Saint Preux,Light Heavyweight,Decision - Split,3
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Christian Rodriguez,Isaac Dulgarian,Christian Rodriguez,Featherweight,Decision - Split,3
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Pannie Kianzad,Macy Chiasson,Macy Chiasson,Women's Bantamweight,Submission,1
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Gerald Meerschaert,Bryan Barberena,Gerald Meerschaert,Middleweight,Submission,2
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Natan Levy,Mike Davis,Mike Davis,Lightweight,Submission,2
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Josiane Nunes,Chelsea Chandler,Chelsea Chandler,Women's Bantamweight,Decision - Unanimous,3
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Jafel Filho,Ode Osbourne,Jafel Filho,Flyweight,Submission,1
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Josh Culibao,Danny Silva,Danny Silva,Featherweight,Decision - Split,3
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Jaqueline Amorim,Cory McKenna,Jaqueline Amorim,Women's Strawweight,Submission,1
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Thiago Moises,Mitch Ramirez,Thiago Moises,Lightweight,KO/TKO,3
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,Charalampos Grigoriou,Chad Anheliger,Chad Anheliger,Bantamweight,Decision - Unanimous,3
2024-03-09,UFC 299: O'Malley vs. Vera 2,Sean O'Malley,Marlon Vera,Sean O'Malley,Bantamweight,Decision - Unanimous,5
2024-03-09,UFC 299: O'Malley vs. Vera 2,Dustin Poirier,Benoit Saint Denis,Dustin Poirier,Lightweight,KO/TKO,2
2024-03-09,UFC 299: O'Malley vs. Vera 2,Kevin Holland,Michael Page,Michael Page,Welterweight,Decision - Unanimous,3
2024-03-09,UFC 299: O'Malley vs. Vera 2,Gilbert Burns,Jack Della Maddalena,Jack Della Maddalena,Welterweight,KO/TKO,3
2024-03-09,UFC 299: O'Malley vs. Vera 2,Petr Yan,Song Yadong,Petr Yan,Bantamweight,Decision - Unanimous,3
2024-03-09,UFC 299: O'Malley vs. Vera 2,Curtis Blaydes,Jailton Almeida,Curtis Blaydes,Heavyweight,KO/TKO,2
2024-03-09,UFC 299: O'Malley vs. Vera 2,Katlyn Cerminara,Maycee Barber,Maycee Barber,Women's Flyweight,Decision - Unanimous,3
2024-03-09,UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot,Rafael Dos Anjos,Mateusz Gamrot,Lightweight,Decision - Unanimous,3
2024-03-09,UFC 299: O'Malley vs. Vera 2,Pedro Munhoz,Kyler Phillips,Kyler Phillips,Bantamweight,Decision - Unanimous,3
2024-03-09,UFC 299: O'Malley vs. Vera 2,Ion Cutelaba,Philipe Lins,Philipe Lins,Light Heavyweight,Decision - Unanimous,3
2024-03-09,UFC 299: O'Malley vs. Vera 2,Michel Pereira,Michal Oleksiejczuk,Michel Pereira,Middleweight,Submission,1
2024-03-09,UFC 299: O'Malley vs. Vera 2,Robelis Despaigne,Josh Parisian,Robelis Despaigne,Heavyweight,KO/TKO,1
2024-03-09,UFC 299: O'Malley vs. Vera 2,CJ Vergara,Asu Almabayev,Asu Almabayev,Flyweight,Decision - Unanimous,3
2024-03-09,UFC 299: O'Malley vs. Vera 2,Joanne Wood,Maryna Moroz,Joanne Wood,Women's Flyweight,Decision - Split,3
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik,Shamil Gaziev,Jairzinho Rozenstruik,Heavyweight,KO/TKO,4
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino,Tyson Pedro,Vitor Petrino,Light Heavyweight,Decision - Unanimous,3
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Alex Perez,Muhammad Mokaev,Muhammad Mokaev,Flyweight,Decision - Unanimous,3
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov,Bekzat Almakhan,Umar Nurmagomedov,Bantamweight,Decision - Unanimous,3
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Matt Schnell,Steve Erceg,Steve Erceg,Flyweight,KO/TKO,2
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Eryk Anders,Jamie Pickett,Eryk Anders,Middleweight,Decision - Unanimous,3
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Vinicius Oliveira,Benardo Sopaj,Vinicius Oliveira,Bantamweight,KO/TKO,3
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Aiemann Zahabi,Javid Basharat,Aiemann Zahabi,Bantamweight,Decision - Unanimous,3
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Christian Leroy Duncan,Claudio Ribeiro,Christian Leroy Duncan,Middleweight,KO/TKO,2
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Ludovit Klein,AJ Cunningham,Ludovit Klein,Lightweight,KO/TKO,1
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,Abdul-Kareem Al-Selwady,Loik Radzhabov,Loik Radzhabov,Lightweight,KO/TKO,3
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Brandon Moreno,Brandon Royval,Brandon Royval,Flyweight,Decision - Split,5
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Yair Rodriguez,Brian Ortega,Brian Ortega,Featherweight,Submission,3
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Daniel Zellhuber,Francisco Prado,Daniel Zellhuber,Lightweight,Decision - Unanimous,3
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Yazmin Jauregui,Sam Hughes,Yazmin Jauregui,Women's Strawweight,Decision - Unanimous,3
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Manuel Torres,Chris Duncan,Manuel Torres,Lightweight,Submission,1
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Cristian Quinonez,Raoni Barcelos,Raoni Barcelos,Bantamweight,Submission,3
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Jesus Aguilar,Mateus Mendonca,Jesus Aguilar,Flyweight,Decision - Split,3
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Edgar Chairez,Daniel Lacerda,Edgar Chairez,Flyweight,Submission,1
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Claudio Puelles,Fares Ziam,Fares Ziam,Lightweight,Decision - Split,3
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Ronaldo Rodriguez,Denys Bondar,Ronaldo Rodriguez,Flyweight,Submission,2
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Victor Altamirano,Felipe dos Santos,Felipe dos Santos,Flyweight,Decision - Split,3
2024-02-24,UFC Fight Night: Moreno vs. Royval 2,Erik Silva,Muhammad Naimov,Muhammad Naimov,Featherweight,KO/TKO,1
2024-02-17,UFC 298: Volkanovski vs. Topuria,Alexander Volkanovski,Ilia Topuria,Ilia Topuria,Featherweight,KO/TKO,2
2024-02-17,UFC 298: Volkanovski vs. Topuria,Robert Whittaker,Paulo Costa,Robert Whittaker,Middleweight,Decision - Unanimous,3
2024-02-17,UFC 298: Volkanovski vs. Topuria,Geoff Neal,Ian Machado Garry,Ian Machado Garry,Welterweight,Decision - Split,3
2024-02-17,UFC 298: Volkanovski vs. Topuria,Merab Dvalishvili,Henry Cejudo,Merab Dvalishvili,Bantamweight,Decision - Unanimous,3
2024-02-17,UFC 298: Volkanovski vs. Topuria,Anthony Hernandez,Roman Kopylov,Anthony Hernandez,Middleweight,Submission,2
2024-02-17,UFC 298: Volkanovski vs. Topuria,Amanda Lemos,Mackenzie Dern,Amanda Lemos,Women's Strawweight,Decision - Unanimous,3
2024-02-17,UFC 298: Volkanovski vs. Topuria,Marcos Rogerio de Lima,Junior Tafa,Marcos Rogerio de Lima,Heavyweight,KO/TKO,2
2024-02-17,UFC 298: Volkanovski vs. Topuria,Rinya Nakamura,Carlos Vera,Rinya Nakamura,Bantamweight,Decision - Unanimous,3
2024-02-17,UFC 298: Volkanovski vs. Topuria,Zhang Mingyang,Brendson Ribeiro,Zhang Mingyang,Light Heavyweight,KO/TKO,1
2024-02-17,UFC 298: Volkanovski vs. Topuria,Josh Quinlan,Danny Barlow,Danny Barlow,Welterweight,KO/TKO,3
2024-02-17,UFC 298: Volkanovski vs. Topuria,Oban Elliott,Val Woodburn,Oban Elliott,Welterweight,Decision - Unanimous,3
2024-02-17,UFC 298: Volkanovski vs. Topuria,Andrea Lee,Miranda Maverick,Miranda Maverick,Women's Flyweight,Decision - Unanimous,3
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson,Joe Pyfer,Jack Hermansson,Middleweight,Decision - Unanimous,5
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Dan Ige,Andre Fili,Dan Ige,Featherweight,KO/TKO,1
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek,Ihor Potieria,Ihor Potieria,Middleweight,Decision - Unanimous,3
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares,Gregory Rodrigues,Gregory Rodrigues,Middleweight,KO/TKO,3
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson,Darrius Flowers,Michael Johnson,Lightweight,Decision - Unanimous,3
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira,Armen Petrosyan,Rodolfo Vieira,Middleweight,Submission,1
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Trevin Giles,Carlos Prates,Carlos Prates,Welterweight,KO/TKO,2
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki,Timmy Cuamba,Bolaji Oki,Lightweight,Decision - Split,3
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee,Bruna Brasil,Loma Lookboonmee,Women's Strawweight,Decision - Unanimous,3
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Devin Clark,Marcin Prachnio,Marcin Prachnio,Light Heavyweight,Decision - Unanimous,3
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Max Griffin,Jeremiah Wells,Max Griffin,Welterweight,Decision - Split,3
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Zac Pauga,Bogdan Guskov,Bogdan Guskov,Light Heavyweight,KO/TKO,1
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Fernie Garcia,Hyder Amil,Hyder Amil,Featherweight,KO/TKO,2
2024-02-10,UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos,Aoriqileng,,Bantamweight,Could Not Continue,2
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze,Nassourdine Imavov,Nassourdine Imavov,Middleweight,Decision - Majority,5
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Renato Moicano,Drew Dober,Renato Moicano,Lightweight,Decision - Unanimous,3
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Randy Brown,Muslim Salikhov,Randy Brown,Welterweight,KO/TKO,1
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo,Natalia Silva,Natalia Silva,Women's Flyweight,Decision - Unanimous,3
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Aliaskhab Khizriev,Makhmud Muradov,,Middleweight,Could Not Continue,1
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Gilbert Urbina,Charles Radtke,Charles Radtke,Welterweight,KO/TKO,1
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Molly McCann,Diana Belbita,Molly McCann,Women's Strawweight,Submission,1
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Azat Maksum,Charles Johnson,Charles Johnson,Flyweight,Decision - Unanimous,3
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo,Pete Rodriguez,Themba Gorimbo,Welterweight,KO/TKO,1
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee,Blake Bilder,JeongYeong Lee,Featherweight,Decision - Unanimous,3
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Luana Carolina,Julija Stoliarenko,Luana Carolina,Women's Flyweight,KO/TKO,3
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Landon Quinones,MarQuel Mederos,MarQuel Mederos,Lightweight,Decision - Unanimous,3
2024-02-03,UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen,Jamal Pogues,Jamal Pogues,Heavyweight,Decision - Unanimous,3
2024-01-20,UFC 297: Strickland vs. Du Plessis,Sean Strickland,Dricus Du Plessis,Dricus Du Plessis,Middleweight,Decision - Split,5
2024-01-20,UFC 297: Strickland vs. Du Plessis,Raquel Pennington,Mayra Bueno Silva,Raquel Pennington,Women's Bantamweight,Decision - Unanimous,5
2024-01-20,UFC 297: Strickland vs. Du Plessis,Neil Magny,Mike Malott,Neil Magny,Welterweight,KO/TKO,3
2024-01-20,UFC 297: Strickland vs. Du Plessis,Chris Curtis,Marc-Andre Barriault,Chris Curtis,Middleweight,Decision - Split,3
2024-01-20,UFC 297: Strickland vs. Du Plessis,Arnold Allen,Movsar Evloev,Movsar Evloev,Featherweight,Decision - Unanimous,3
2024-01-20,UFC 297: Strickland vs. Du Plessis,Brad Katona,Garrett Armfield,Garrett Armfield,Bantamweight,Decision - Unanimous,3
2024-01-20,UFC 297: Strickland vs. Du Plessis,Charles Jourdain,Sean Woodson,Sean Woodson,Featherweight,Decision - Split,3
2024-01-20,UFC 297: Strickland vs. Du Plessis,Serhiy Sidey,Ramon Taveras,Ramon Taveras,Bantamweight,Decision - Split,3
2024-01-20,UFC 297: Strickland vs. Du Plessis,Gillian Robertson,Polyana Viana,Gillian Robertson,Women's Strawweight,KO/TKO,2
2024-01-20,UFC 297: Strickland vs. Du Plessis,Yohan Lainesse,Sam Patterson,Sam Patterson,Welterweight,Submission,1
2024-01-20,UFC 297: Strickland vs. Du Plessis,Jasmine Jasudavicius,Priscila Cachoeira,Jasmine Jasudavicius,Women's Bantamweight,Submission,3
2024-01-20,UFC 297: Strickland vs. Du Plessis,Malcolm Gordon,Jimmy Flick,Jimmy Flick,Flyweight,Submission,2
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Magomed Ankalaev,Johnny Walker,Magomed Ankalaev,Light Heavyweight,KO/TKO,2
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Jim Miller,Gabriel Benitez,Jim Miller,Lightweight,Submission,3
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Ricky Simon,Mario Bautista,Mario Bautista,Bantamweight,Decision - Unanimous,3
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Phil Hawes,Brunno Ferreira,Brunno Ferreira,Middleweight,KO/TKO,1
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Andrei Arlovski,Waldo Cortes Acosta,Waldo Cortes Acosta,Heavyweight,Decision - Unanimous,3
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Matthew Semelsberger,Preston Parsons,Preston Parsons,Welterweight,Decision - Unanimous,3
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Marcus McGhee,Gaston Bolanos,Marcus McGhee,Bantamweight,KO/TKO,2
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Farid Basharat,Taylor Lapilus,Farid Basharat,Bantamweight,Decision - Unanimous,3
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Westin Wilson,Jean Silva,Jean Silva,Featherweight,KO/TKO,1
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Nikolas Motta,Tom Nolan,Nikolas Motta,Lightweight,KO/TKO,1
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,Joshua Van,Felipe Bunes,Joshua Van,Flyweight,KO/TKO,2
2023-12-16,UFC 296: Edwards vs. Covington,Leon Edwards,Colby Covington,Leon Edwards,Welterweight,Decision - Unanimous,5
2023-12-16,UFC 296: Edwards vs. Covington,Alexandre Pantoja,Brandon Royval,Alexandre Pantoja,Flyweight,Decision - Unanimous,5
2023-12-16,UFC 296: Edwards vs. Covington,Shavkat Rakhmonov,Stephen Thompson,Shavkat Rakhmonov,Welterweight,Submission,2
